% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.035466878e+02 +4.035466878e+02 +3.943366878e+02 +3.943366878e+02 -1.8463e+00 +4.2084e+00 -3.4291e+00 -1.0140e-02 +6.9290e-01 -3.6492e+00 -3.3702e+00 -2.8115e+00 +1.4955e+00 -2.2317e+00 +2.8289e+00 +1.1419e+00 -1.4837e+00 +2.2412e+00 -3.1997e+00 -1.1169e+00 +3.1261e+00 +3.3138e+00 +4.0127e+00 -1.9191e+00
2 +3.589613356e+02 +3.589613356e+02 +3.497513356e+02 +3.497513356e+02 -1.6339e+00 +1.0573e+00 -2.9659e+00 +3.3033e+00 -4.9810e+00 -3.9726e+00 -3.4602e+00 -1.3970e+00 -7.2380e-01 -2.0547e+00 -1.4441e+00 -4.4977e+00 -2.7818e+00 -1.0100e+00 +1.4079e+00 +4.6865e+00 +2.5841e+00 -1.8653e+00 -4.1842e+00 +3.6223e+00
190 +2.422886679e+02 +2.422886679e+02 +2.330786679e+02 +2.330786679e+02 -4.6695e+00 -1.7939e+00 -2.4409e+00 -2.0895e+00 +4.0856e-01 +3.5663e+00 +1.5440e+00 -3.7730e+00 -1.5738e+00 +2.3643e+00 -4.6848e+00 -1.3940e+00 +3.7211e+00 +3.0531e+00 -3.0970e+00 -4.1976e+00 +4.1580e+00 -2.2022e+00 -3.9542e+00 +3.9615e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.763801324e+02 +4.763801324e+02 +1.132370132e+03 +1.132370132e+03 -2.2127e+00 -9.7431e-01 +4.3925e+00 -4.8908e+00 -9.8243e-01 +1.9939e+00 -1.7415e+00 +3.2206e+00 +4.2548e+00 +4.4576e+00 +3.6412e+00 -2.6444e+00 +2.7169e+00 +2.5714e+00 -3.3472e+00 -3.2180e+00 +3.7944e-01 +2.8174e+00 +3.6783e+00 -1.9106e+00
2 +3.856012278e+02 +3.856012278e+02 +1.041591228e+03 +1.041591228e+03 -1.4840e-02 +8.4148e-01 -4.7542e+00 +3.4013e+00 +4.5702e+00 -1.3148e-01 +1.1732e+00 +2.7231e+00 +1.9573e+00 -2.2037e+00 -8.8224e-02 +4.8527e+00 +1.4988e+00 +3.6693e+00 +2.3340e-01 -9.3142e-02 +1.7423e+00 +4.3362e+00 +1.3598e+00 +3.2142e+00
595 +2.334556498e+02 +2.334556498e+02 +8.894456498e+02 +8.894456498e+02 +2.5783e+00 -4.2847e+00 -4.0119e+00 +4.7728e+00 -4.9808e+00 -5.0000e+00 +3.7034e+00 +3.5808e-01 -9.2263e-10 +4.8819e+00 +1.1642e-09 +5.0000e+00 -4.0146e+00 +9.3594e-10 +3.1636e+00 -1.0004e-09 +8.0256e-10 -5.0000e+00 +4.7704e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.600135422e+02 +3.600135422e+02 +4.267235422e+02 +4.267235422e+02 +1.4926e+00 -3.5178e+00 +6.6075e-01 -1.8803e+00 -3.5986e+00 -3.9197e+00 -6.9766e-01 +3.2428e+00 +1.2866e+00 -7.0466e-01 +3.3444e+00 -1.4645e+00 -2.1440e+00 +3.3151e+00 -3.3255e+00 +9.7231e-01 -1.9294e-01 +1.5043e+00 -2.4427e+00 -4.2133e+00
159 +2.397679110e+02 +2.397679110e+02 +3.064779110e+02 +3.064779110e+02 +3.3586e+00 -1.9038e+00 +2.6309e+00 +4.1238e+00 -4.1307e+00 +2.5008e+00 +2.8835e+00 +8.4195e-01 +2.9435e+00 -4.6268e-01 -4.4423e+00 +2.0313e+00 +7.7565e-01 +2.7092e+00 +3.0506e-02 +4.5066e+00 -4.6628e+00 -1.1350e+00 -8.4141e-01 -4.5309e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.923237411e+02 +3.923237411e+02 +1.333993741e+03 +1.333993741e+03 +2.1502e+00 +1.6193e+00 +8.7039e-01 -9.4977e-02 +1.0800e+00 +3.4978e+00 +4.2259e+00 +3.2510e+00 +3.7118e+00 +1.4317e+00 +1.2020e+00 -4.3160e+00 -3.4682e+00 +8.0799e-01 -1.2782e+00 +1.0659e+00 +4.1319e-01 +4.6121e+00 -1.7619e+00 +1.3018e+00
95 +2.478847618e+02 +2.478847618e+02 +1.189554762e+03 +1.189554762e+03 +1.5332e+00 +4.0729e+00 +1.6403e+00 -3.8936e+00 -4.4093e+00 +1.3755e+00 -1.8923e+00 -3.6637e+00 -4.4683e+00 -2.9300e+00 +6.9062e-01 -4.5282e+00 -2.5048e+00 -2.2493e+00 +1.5473e+00 +4.2389e+00 +1.2425e+00 +4.4941e+00 +3.7709e+00 +4.5659e+00
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.962467146e+02 +3.962467146e+02 +3.587967146e+02 +3.587967146e+02 -2.8700e+00 -8.3966e-01 -3.2332e+00 +4.8501e+00 -6.4238e-01 -1.8402e+00 +3.4156e+00 +2.1891e+00 +1.5362e+00 +2.2421e+00 +2.5382e+00 +2.8427e+00 -2.1544e+00 +2.9987e+00 -1.7715e+00 -4.3981e+00 -3.9972e+00 -3.7558e-03 -1.9214e+00 -1.9568e+00
191 +2.401815364e+02 +2.401815364e+02 +2.027315364e+02 +2.027315364e+02 -2.1829e+00 -2.8271e+00 -4.7557e+00 -1.6737e+00 -1.7536e+00 +2.7408e+00 +4.0927e+00 -4.6665e+00 +1.8756e+00 -2.8346e+00 +1.9686e+00 -1.9323e+00 +3.1353e+00 -3.4584e+00 +7.6347e-01 +2.1417e+00 -4.9492e+00 +2.9981e+00 +3.7416e+00 -3.3363e+00
% function evaluation | noise-free fitness - Fopt (-4.450500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.626380774e+02 +3.626380774e+02 -8.241192260e+01 -8.241192260e+01 -4.1656e+00 +3.8354e+00 +4.8243e+00 +1.0451e+00 +2.7521e+00 -3.4806e+00 -4.6935e+00 +1.7357e+00 -2.0442e+00 +2.0822e+00 -4.3522e+00 -1.9608e+00 +3.7348e+00 -3.3021e+00 -6.3939e-01 -1.1571e+00 -4.0659e+00 -4.8775e+00 -7.3594e-01 +8.9419e-01
63 +2.406579960e+02 +2.406579960e+02 -2.043920040e+02 -2.043920040e+02 +2.4888e+00 +3.4512e+00 +2.8347e+00 -3.6109e-01 -4.6803e+00 +1.7618e-01 -4.3727e+00 -1.2719e+00 +4.9839e+00 +1.9432e+00 -3.9352e+00 +3.1489e+00 -2.3092e+00 +2.1675e+00 +2.0281e+00 -4.9433e+00 -4.8213e+00 -3.7770e+00 +4.7739e+00 +3.5989e+00
% function evaluation | noise-free fitness - Fopt (9.513200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
