% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.271686870e+07 +3.271686870e+07 +3.271665882e+07 +3.271665882e+07 +1.7121e+00 -9.2905e-01 +1.9504e+00 +3.7045e+00 -9.8249e-01 +3.4375e+00 -3.0117e+00 +5.7465e-01 +2.1186e+00 -2.2920e+00 +3.9941e+00 +1.5073e+00 +2.6206e+00 -4.7087e+00 +4.2260e+00 -1.3699e+00 +4.4852e+00 +2.9763e+00 +1.1961e+00 -2.3773e+00
3 +7.343018679e+06 +7.343018679e+06 +7.342808799e+06 +7.342808799e+06 +1.4414e-01 +4.9058e-01 -3.2386e+00 +1.6231e+00 -1.6274e+00 +3.4295e+00 +3.1244e+00 +3.9546e+00 -1.4859e+00 -4.6816e+00 +2.2673e+00 -3.3053e+00 -6.6848e-01 +3.6597e+00 +2.6290e+00 +2.9882e+00 +2.4671e+00 +3.9937e+00 -2.4782e+00 +1.7018e+00
16 +3.564832300e+06 +3.564832300e+06 +3.564622420e+06 +3.564622420e+06 +5.9403e-01 -3.8690e+00 -2.3125e+00 -1.8948e+00 +2.3418e+00 +3.8882e+00 +3.6035e-01 +2.2377e+00 +3.1191e+00 -1.2651e+00 -2.6648e+00 +1.8789e+00 +2.9662e+00 -3.7957e+00 -4.1111e+00 -5.8185e-01 +1.0026e+00 +3.7013e+00 -3.2709e+00 +1.1924e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.008192084e+07 +4.008192084e+07 +4.008182875e+07 +4.008182875e+07 +9.9836e-01 +3.2028e+00 -3.1183e+00 -1.1967e+00 +6.5496e-01 -1.2006e+00 +2.2859e+00 -8.2464e-01 +4.8246e+00 -3.1774e+00 -6.1564e-01 -3.8342e+00 +4.6260e+00 -3.3583e-01 -3.5380e+00 -4.8948e+00 -2.3949e+00 +3.7694e+00 -4.3294e+00 +3.1476e+00
2 +1.132158470e+07 +1.132158470e+07 +1.132149261e+07 +1.132149261e+07 +3.9376e+00 -4.3452e-01 -3.0998e+00 +4.0545e+00 +1.2143e+00 -3.7355e+00 -3.9559e+00 +4.2103e+00 +1.3871e+00 +4.5510e+00 -1.9665e+00 -6.2006e-01 +3.8135e+00 -1.3890e+00 -4.0383e+00 -1.2050e+00 -3.2901e+00 -2.4394e+00 +2.1205e-01 -1.5328e+00
4 +7.668676464e+06 +7.668676464e+06 +7.668584374e+06 +7.668584374e+06 -2.8339e+00 -3.9037e-01 -2.0806e+00 +2.5419e-01 -3.1919e+00 +3.2599e+00 +3.7028e+00 -9.0160e-02 +4.6591e+00 -2.0283e+00 -1.5389e+00 -4.0643e+00 -2.2602e+00 -2.2293e+00 +4.5710e+00 +1.2915e+00 +1.3371e+00 +3.8769e+00 +4.5265e+00 -2.2691e+00
20 +5.482893692e+06 +5.482893692e+06 +5.482801602e+06 +5.482801602e+06 -2.9673e+00 +4.0245e+00 -2.3310e+00 -4.0744e+00 -1.0863e-02 +1.7226e+00 +3.2463e+00 +8.5047e-01 -3.2336e+00 -3.4438e+00 -8.1555e-01 -1.4249e+00 +4.0098e+00 +2.0915e+00 +2.3609e+00 -1.0149e+00 -1.2507e+00 -4.7668e-01 +1.5813e+00 -1.5742e+00
31 +1.235635275e+06 +1.235635275e+06 +1.235543185e+06 +1.235543185e+06 -4.7221e+00 +3.8255e+00 +3.7660e+00 -1.2147e+00 -3.4135e+00 -4.7549e+00 +3.8178e+00 +3.1690e+00 -3.0910e+00 +2.8101e+00 +4.6549e+00 -7.2216e-01 -4.0871e+00 -2.1008e+00 +8.7209e-01 +6.1315e-01 -3.2237e+00 +4.5567e+00 +2.2012e+00 -2.2017e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
