% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.415057945e+01 +6.415057945e+01 -3.839942055e+01 -3.839942055e+01 +2.5965e-01 -2.9647e-01 +1.2429e+00 +2.4165e+00 -3.3981e+00 -2.3509e+00 +1.9526e+00 -3.4778e+00 -3.7313e+00 -3.2899e+00 -3.6401e+00 -2.5118e-02 +3.3526e+00 -1.6650e+00 -4.0466e+00 -1.4477e+00 -4.9330e+00 +4.2112e+00 -1.3357e+00 -4.7730e+00
2 +6.205096271e+01 +6.205096271e+01 -4.049903729e+01 -4.049903729e+01 -1.8236e+00 +4.0556e+00 +6.3229e-01 -2.9359e+00 -4.6605e+00 -3.3982e+00 -4.7878e+00 +2.3836e+00 -8.4538e-01 +1.9535e+00 -1.8504e+00 -2.5460e+00 +3.4643e+00 +1.1927e+00 -4.1027e-02 -5.0074e-01 +1.1256e+00 +4.6564e+00 +1.5957e+00 +7.9707e-01
9 +2.983621855e+01 +2.983621855e+01 -7.271378145e+01 -7.271378145e+01 -4.7811e+00 -2.5493e+00 -5.2177e-01 +1.0239e+00 -3.5686e+00 -1.1395e+00 -1.1829e-01 +1.3401e+00 -9.8177e-01 +2.5408e+00 -1.2109e+00 -2.4344e+00 -4.2676e+00 -3.3388e+00 +4.2208e+00 +2.3904e+00 -2.0079e+00 +6.7006e-01 +1.1303e+00 -1.6545e+00
19 +2.498756550e+01 +2.498756550e+01 -7.756243450e+01 -7.756243450e+01 -4.1898e+00 +2.8474e+00 +9.0350e-01 -2.3813e+00 +2.0957e+00 -2.8078e+00 -4.5826e-01 -1.0785e+00 +1.5502e+00 +2.1535e+00 -1.4661e+00 +3.5843e+00 +2.4668e+00 +4.2734e+00 +2.3549e+00 -3.0650e+00 +4.8840e+00 +1.8513e+00 +9.0195e-01 -2.2824e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.136771012e+01 +5.136771012e+01 +1.230577101e+02 +1.230577101e+02 -1.2258e+00 +1.7520e+00 -4.8794e+00 +3.4038e+00 +2.7726e+00 +3.4731e+00 -1.6521e+00 +1.3845e+00 +1.9005e+00 -2.0932e+00 -3.9605e+00 +1.6466e+00 +2.6731e+00 -2.9559e+00 +2.0160e+00 +2.6851e+00 -5.6986e-01 -2.2537e+00 -2.5172e+00 +1.9481e+00
7 +3.329967804e+01 +3.329967804e+01 +1.049896780e+02 +1.049896780e+02 -1.7705e+00 +1.1849e+00 +1.3030e+00 -2.0370e+00 +2.4779e+00 +2.0798e+00 +1.4772e+00 +2.4432e+00 +1.8665e+00 -1.8997e+00 -3.9080e+00 -2.2284e+00 -2.0132e+00 +1.7223e+00 +3.2121e+00 +3.5512e+00 +1.8649e+00 +4.2689e+00 +1.1589e+00 -1.8542e+00
9 +2.339108814e+01 +2.339108814e+01 +9.508108814e+01 +9.508108814e+01 -3.3417e+00 -2.1285e+00 +2.0565e+00 -1.0542e+00 +1.3752e+00 -3.3388e+00 +4.2415e+00 +2.1819e+00 -1.9927e-01 +9.1700e-01 -2.4910e+00 +1.1682e+00 +3.6348e+00 +1.8375e+00 -2.5858e-01 +6.7414e-01 -1.9636e+00 -2.9983e+00 -9.2155e-01 -2.2665e+00
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.007111111e+01 +3.007111111e+01 +2.440811111e+02 +2.440811111e+02 +3.3853e+00 +1.6663e+00 +3.5635e+00 -6.4686e-01 +2.1369e-01 +9.9057e-01 -4.4416e+00 +6.0676e-01 +4.9794e+00 +6.1282e-01 -7.0960e-01 +3.9397e+00 -3.0103e+00 -2.5076e+00 -1.5662e+00 +3.5310e-01 -2.8979e+00 +1.6051e+00 +9.5796e-01 -4.3047e-01
12 +2.190155033e+01 +2.190155033e+01 +2.359115503e+02 +2.359115503e+02 +6.9656e-02 -4.3780e-01 -2.7100e+00 -7.9251e-01 -2.1408e-02 -6.6663e-01 +5.0570e-01 +3.3357e+00 +3.0295e+00 +1.3777e+00 -2.4155e+00 +2.0775e+00 +2.9724e+00 -3.7199e+00 -1.4157e+00 +7.8164e-01 -2.3666e+00 -1.1844e+00 -1.4136e+00 +7.3227e-01
37 +1.493414083e+01 +1.493414083e+01 +2.289441408e+02 +2.289441408e+02 +8.8251e-01 +3.2982e+00 -2.1813e+00 +2.0680e+00 +1.4422e+00 +7.4781e-01 +1.3324e+00 +7.5199e-01 -4.0559e-01 -3.8294e-01 -3.8876e+00 -6.8620e-03 -2.2074e+00 +6.7939e-01 -9.8642e-01 +4.8021e-01 -8.2425e-01 -3.3503e+00 -1.7548e+00 +1.2205e+00
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.927343880e+01 +4.927343880e+01 -9.206561199e+00 -9.206561199e+00 +4.6854e+00 +4.8876e+00 -1.6324e+00 -1.0522e+00 -1.9367e+00 +6.5654e-01 +2.0002e+00 -2.5409e+00 -4.5833e+00 -4.8047e+00 +8.6623e-01 -1.3818e+00 -4.0091e+00 +1.8069e+00 +4.3179e+00 +2.3103e+00 -4.0892e+00 -2.4618e+00 +2.7411e+00 -3.3071e+00
