% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.392660709e+02 +1.392660709e+02 +8.691607094e+01 +8.691607094e+01 -3.0157e+00 -1.0436e+00 -2.5404e+00 +2.1464e+00 -1.2256e+00 -4.2529e+00 +2.5749e+00 -5.2453e-02 +4.3033e+00 -2.6115e+00 +1.6800e+00 -4.2261e+00 +4.1357e+00 -3.3222e+00 -2.5523e+00 +3.7179e+00 +4.5498e+00 +2.0194e+00 -4.2608e-01 -3.6414e+00
3 +9.517917611e+01 +9.517917611e+01 +4.282917611e+01 +4.282917611e+01 -4.9757e+00 -2.3348e+00 +1.7696e+00 -3.8193e+00 -3.4477e+00 -9.8302e-01 +3.4354e+00 -4.1983e+00 +1.5695e+00 -1.2264e+00 +3.3851e+00 -3.2447e+00 -3.5768e+00 +2.0171e+00 +4.3794e+00 -5.5134e-01 +1.2429e+00 -3.8579e+00 -3.0000e+00 -5.2263e-01
40 +5.741740290e+01 +5.741740290e+01 +5.067402900e+00 +5.067402900e+00 +2.4668e+00 +2.3470e+00 +3.6637e+00 -4.4993e-01 +1.4544e+00 -1.5451e+00 +3.7565e+00 -2.4762e+00 +1.1615e+00 -7.0844e-01 -2.2819e+00 -3.4820e+00 +3.4531e+00 -2.1624e+00 -2.7853e+00 -4.7322e+00 -1.1185e+00 +3.3074e-01 +1.9012e+00 -4.0951e+00
154 +2.678293522e+01 +2.678293522e+01 -2.556706478e+01 -2.556706478e+01 +2.6943e+00 -2.1179e+00 +1.3706e+00 -4.6653e+00 -2.5893e+00 +5.5890e-01 -3.1041e+00 -4.8098e+00 +1.0978e+00 -1.5072e+00 -2.8070e-01 -1.1279e+00 +3.3185e+00 -1.9581e+00 +3.1515e+00 -2.9083e+00 +1.5945e+00 +2.5298e+00 -1.0770e-01 -1.8291e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.376531581e+02 +4.376531581e+02 +2.581131581e+02 +2.581131581e+02 -4.4166e+00 -1.5657e+00 +8.4876e-01 -4.9383e+00 -1.6730e+00 +4.1598e+00 +1.0692e+00 -1.8032e+00 +1.2012e+00 +2.5203e+00 +4.7587e+00 +5.9109e-01 +1.9275e+00 -4.5450e+00 -4.1607e+00 -1.8479e+00 -2.8948e+00 +2.9550e-01 -1.0406e+00 +2.8270e+00
2 +1.625859794e+02 +1.625859794e+02 -1.695402056e+01 -1.695402056e+01 -3.9737e+00 -3.0148e+00 +2.9198e+00 -3.6603e+00 -3.5456e+00 -2.5141e+00 -1.9524e+00 +4.7298e+00 -4.6208e+00 -4.7338e+00 +4.5109e+00 +1.6308e+00 -4.3406e-01 -8.7555e-01 +2.7840e+00 -3.2502e+00 +9.8966e-01 +2.2169e+00 +1.7382e+00 -3.3666e+00
3 +9.601910571e+01 +9.601910571e+01 -8.352089429e+01 -8.352089429e+01 +2.3943e+00 +3.7447e+00 +4.3534e+00 +2.9877e+00 +1.2002e+00 +3.5014e+00 +2.7666e+00 +2.0220e+00 +1.8332e+00 -2.4966e+00 -3.9875e+00 +3.6023e+00 -1.8345e-03 +2.5705e+00 -1.0756e+00 -4.6788e+00 +1.7609e-02 +2.5498e+00 -4.5819e+00 -1.7102e+00
18 +4.182877828e+01 +4.182877828e+01 -1.377112217e+02 -1.377112217e+02 +3.7941e-01 -1.4475e+00 -1.8441e+00 +1.3216e+00 +4.1626e+00 -3.6236e+00 +3.5285e+00 -2.5654e+00 +7.5321e-01 +3.0087e+00 -6.4651e-01 +2.7890e+00 +3.4999e+00 +3.9653e+00 +4.3655e+00 +1.0022e+00 +5.7570e-01 +2.6399e+00 +1.9434e+00 -2.1889e-01
52 +3.741541146e+01 +3.741541146e+01 -1.421245885e+02 -1.421245885e+02 -4.6257e+00 +2.9837e+00 -4.6716e-03 +3.6450e+00 -1.7835e+00 -5.6562e-01 -4.8662e-01 -7.0089e-01 -2.5068e+00 +4.0826e+00 +2.2576e+00 +6.3722e-02 -2.5951e+00 +2.8106e+00 +4.9629e+00 -1.5092e+00 -1.5503e+00 +2.0961e+00 +2.8252e+00 -2.6778e+00
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.938947506e+02 +1.938947506e+02 +2.712047506e+02 +2.712047506e+02 -4.3297e+00 +3.1944e+00 -1.2466e+00 +2.1768e+00 +3.4404e+00 +4.4053e+00 +3.1427e+00 -3.2662e+00 +4.7608e+00 -2.0041e+00 +1.6399e-02 +5.9860e-01 -3.4580e+00 +4.6046e+00 -3.0133e+00 -4.0445e+00 -3.8308e+00 +4.9127e+00 +1.4630e+00 +1.4951e+00
3 +1.028268950e+02 +1.028268950e+02 +1.801368950e+02 +1.801368950e+02 +4.9731e+00 +3.1772e+00 +3.9326e+00 +4.7583e+00 +3.6257e+00 -2.1559e+00 +2.5067e+00 +1.4503e+00 -3.6618e-01 -2.0570e+00 +9.7272e-01 -4.4024e+00 +2.5677e+00 -4.2608e+00 +3.8820e+00 +9.8931e-01 +1.0650e+00 +2.1396e+00 +4.6361e+00 +3.3275e+00
5 +9.675811047e+01 +9.675811047e+01 +1.740681105e+02 +1.740681105e+02 +3.5903e+00 -3.5876e-01 +6.5744e-02 -4.9898e+00 +2.4798e+00 -3.3026e+00 +2.8328e+00 +2.1434e+00 -2.8771e-01 -4.8612e+00 +4.7398e+00 -4.5350e+00 +4.9770e-01 +2.8871e+00 -2.0899e+00 +3.3845e+00 -2.6069e+00 +7.8609e-01 +9.7486e-02 -1.9444e+00
30 +3.187980315e+01 +3.187980315e+01 +1.091898032e+02 +1.091898032e+02 -3.6372e+00 +2.8374e+00 -3.4659e+00 -1.1055e+00 +2.9731e+00 -2.9536e+00 +4.9941e+00 -7.7194e-01 -2.4242e+00 +4.3429e+00 +9.8175e-01 +1.4405e+00 +1.6682e+00 +8.4010e-01 +1.6848e+00 +1.9696e-01 -2.5516e+00 -1.1384e+00 +1.8668e+00 +4.6159e+00
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.015527636e+02 +3.015527636e+02 +3.414727636e+02 +3.414727636e+02 +9.7946e-01 -4.4536e+00 -6.0868e-01 +4.7449e+00 +1.7111e+00 +4.7910e+00 +4.2029e-01 +4.0437e+00 +4.1319e+00 +9.7173e-01 +3.4798e+00 -3.4009e+00 +3.2810e+00 -6.4353e-02 -4.5118e+00 +3.7169e+00 +4.1738e+00 +3.4600e+00 -3.6215e-01 -1.4414e+00
