% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.650561752e+01 +8.650561752e+01 -9.134943825e+02 -9.134943825e+02 -3.0368e+00 +1.8181e+00 -2.0952e+00 -2.2297e+00 -3.0888e+00 +4.6510e+00 +4.2269e+00 -1.4263e+00 +4.1029e+00 +2.7101e-01 -4.3957e+00 -1.1498e+00 -3.8274e+00 -3.9982e+00 +2.0492e+00 -2.3071e+00 -2.5994e+00 -1.8950e+00 +4.8962e+00 -3.1197e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.655399346e+01 +8.655399346e+01 +1.086553993e+03 +1.086553993e+03 +1.0934e+00 +3.1859e+00 +4.7568e-01 -1.8941e+00 -4.7108e+00 +4.5923e-01 -1.4796e+00 +5.1500e-01 +3.0353e+00 +4.3067e+00 +3.8958e+00 +5.8978e-01 +2.8047e+00 +4.7858e+00 -8.7487e-01 +2.2076e+00 -7.6494e-01 -4.4910e+00 +7.3948e-01 +3.4152e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.648072327e+01 +8.648072327e+01 +3.735072327e+01 +3.735072327e+01 +6.3310e-01 -7.8921e-01 -4.6342e+00 +3.8309e+00 +1.7001e+00 +3.2620e+00 -1.7187e+00 +2.4114e+00 +3.5977e+00 -3.7965e+00 +3.6391e+00 +3.8272e+00 +2.2525e+00 +4.6336e+00 +3.6939e+00 -2.2745e-01 +7.0059e-01 -2.1914e-01 -2.8482e+00 -3.9958e+00
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.391603009e+01 +8.391603009e+01 +3.816460301e+02 +3.816460301e+02 +4.3790e+00 +3.9863e+00 +4.7542e+00 +1.8902e+00 +1.0121e-01 +3.9328e+00 +2.2185e+00 +2.1870e+00 +3.8138e+00 +4.5325e-02 -2.5230e+00 +4.3327e+00 +4.7630e+00 +3.7120e+00 -4.2448e+00 -1.5896e-01 -1.3870e+00 -4.6419e-01 +8.4584e-01 +2.9797e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.560010964e+01 +8.560010964e+01 +1.371701096e+02 +1.371701096e+02 -4.6094e+00 +2.1767e+00 -3.8169e-01 -4.0115e+00 +1.8333e+00 -5.9541e-01 +3.5086e-01 -1.3683e+00 -1.1242e+00 -2.9876e+00 -3.0542e+00 -3.9489e+00 -4.7654e+00 -4.4342e+00 -1.1751e+00 -4.5129e+00 +3.5861e+00 -3.0915e+00 -2.4617e+00 +3.0694e-01
% function evaluation | noise-free fitness - Fopt (1.495000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
