% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.881958066e+02 +2.881958066e+02 +2.712558066e+02 +2.712558066e+02 -1.5517e+00 +3.3448e+00 -2.7236e+00 -1.3963e+00 -1.7004e-01 -1.5061e+00 +1.9687e+00 -1.5720e-01 +1.2236e+00 +3.6336e-01 -1.7341e+00 +1.9832e+00 +3.7155e+00 +4.3776e+00 +2.6581e+00 -2.4421e+00 +2.1086e+00 +3.8035e-01 +1.0281e-01 -2.2455e+00
4 +1.630799726e+02 +1.630799726e+02 +1.461399726e+02 +1.461399726e+02 +4.3080e+00 +8.9451e-03 -1.4514e-01 -1.8874e+00 -4.1059e+00 +3.1221e+00 +3.2324e+00 +4.0784e+00 +5.5711e-01 -9.1974e-01 +3.5509e+00 -1.2458e+00 +2.5611e+00 +3.4577e+00 +4.9589e+00 -3.5305e+00 +5.8782e-01 +1.9387e-01 -3.6919e-01 -4.3938e+00
5 +1.447788340e+02 +1.447788340e+02 +1.278388340e+02 +1.278388340e+02 -7.9668e-01 +3.9389e+00 -3.5973e+00 -1.1966e+00 +3.9525e+00 +4.5480e+00 +2.3991e+00 +4.9910e+00 -2.2595e+00 -5.0725e-01 -2.6922e+00 +2.0211e+00 -7.6211e-01 +7.2343e-01 +2.2979e+00 -2.2965e+00 -4.4316e+00 -2.8483e+00 +7.2255e-01 +3.9358e-01
18 +8.461252060e+01 +8.461252060e+01 +6.767252060e+01 +6.767252060e+01 +3.4543e+00 -2.1049e+00 -5.8306e-01 -4.2589e+00 +4.5126e+00 -4.1097e+00 +3.5764e+00 -3.1868e+00 -3.6153e+00 +2.7114e-01 +2.7035e-01 -9.0959e-01 -4.5042e+00 -8.0148e-01 -2.3362e-01 -2.7471e+00 -3.0316e+00 +5.7056e-01 +3.7403e+00 +4.7803e+00
63 +6.144151489e+01 +6.144151489e+01 +4.450151489e+01 +4.450151489e+01 +3.0711e+00 +1.9898e+00 -4.4973e+00 +1.7328e+00 +3.2867e+00 +1.7709e+00 +2.6786e+00 -1.9888e+00 +2.8980e+00 -1.9519e+00 -3.2121e+00 +3.5810e+00 -3.2983e+00 +1.5397e+00 +3.0261e+00 +2.5465e+00 +1.3930e+00 -2.1401e+00 +8.9843e-02 +4.5023e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.614083996e+02 +1.614083996e+02 +1.802183996e+02 +1.802183996e+02 -2.1269e-02 +2.0735e+00 +1.1460e+00 +1.3687e+00 -4.7817e+00 -1.2133e+00 +9.3171e-01 -4.3484e+00 +3.1587e+00 -3.9460e+00 -1.9296e+00 -8.4625e-01 +2.8454e+00 -4.1627e-02 +3.7630e+00 +2.8113e+00 -3.0606e+00 +4.9704e+00 -1.9583e+00 +4.1668e+00
3 +5.907462775e+01 +5.907462775e+01 +7.788462775e+01 +7.788462775e+01 +3.7120e+00 +3.5750e+00 -2.6980e+00 -4.3052e+00 -1.4389e+00 -3.8932e+00 +3.8484e+00 -1.1745e+00 -1.1008e+00 +3.1213e-01 -2.0900e+00 -1.1790e+00 -1.4583e+00 +2.3074e+00 +2.4098e+00 -1.3964e+00 -4.1903e+00 +4.7921e+00 -2.0713e-01 +2.7592e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.123208577e+02 +4.123208577e+02 +6.854708577e+02 +6.854708577e+02 +1.1528e+00 -3.6416e+00 -4.1668e+00 +2.3266e+00 -2.5268e-01 -4.7871e+00 -3.2621e+00 -7.5997e-01 -3.4765e+00 -4.9739e+00 +1.9786e+00 -7.9329e-01 +3.9496e+00 +1.5543e-01 +3.4135e+00 -9.1197e-01 +4.3344e+00 +1.4889e+00 +4.0642e+00 +3.7243e+00
