% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.326574690e+06 +1.326574690e+06 +1.326610590e+06 +1.326610590e+06 -9.0040e-01 -1.2523e+00 -1.2117e+00 +1.1642e+00 +4.3483e+00 +3.1651e+00 +4.0149e+00 +3.7061e+00 -1.9306e+00 -2.0770e+00 -1.4732e+00 +3.8159e+00 +2.5596e+00 +4.8029e+00 -3.4808e+00 -2.0445e+00 -4.6275e+00 +4.1402e+00 -4.8000e+00 -4.2897e+00
30 +7.013043240e+05 +7.013043240e+05 +7.013402240e+05 +7.013402240e+05 -4.5688e-01 +2.9849e+00 -3.9178e+00 -7.6530e-01 -1.8694e+00 -3.4034e+00 +2.7732e+00 -3.0220e+00 +3.3231e+00 -4.4632e+00 -4.0557e+00 +3.1366e+00 -4.4593e+00 -4.1764e+00 -4.0482e+00 -1.3004e+00 +1.1017e+00 +1.7605e+00 +1.2148e-01 -2.6296e+00
33 +6.055733402e+05 +6.055733402e+05 +6.056092402e+05 +6.056092402e+05 -3.7942e+00 +1.9939e+00 +2.5915e+00 +3.7562e+00 -4.8841e+00 -3.1252e+00 +2.0030e+00 -2.9015e+00 -8.7103e-01 +2.5312e+00 -2.7660e+00 -3.2735e+00 -2.0035e+00 +2.0117e+00 +1.1930e-01 +1.4503e+00 -1.0468e+00 +3.4229e+00 -3.0696e+00 -3.6701e+00
1128 +3.109448330e+05 +3.109448330e+05 +3.109807330e+05 +3.109807330e+05 -2.0123e-19 +2.4638e+00 +4.8665e+00 +1.3973e+00 +1.1590e+00 -5.0000e+00 -3.4096e+00 -5.0000e+00 -2.4203e+00 -5.0000e+00 +2.3269e-19 -5.0000e+00 -3.3577e+00 +2.5374e+00 +2.8314e+00 +1.2495e-01 -1.5454e-19 +5.0000e+00 -5.0000e+00 -5.0000e+00
1046 +3.398323859e+05 +3.398323859e+05 +3.398682859e+05 +3.398682859e+05 +1.3345e+00 +4.5604e+00 +3.6840e+00 +2.3602e-01 -2.2660e+00 -2.4324e+00 +3.3901e+00 -2.8853e+00 +4.2030e-01 -6.1960e-01 +2.1512e+00 -2.4053e+00 +4.0349e+00 -1.6937e+00 -3.3306e+00 -3.4582e+00 -4.4087e+00 +4.9438e+00 -1.1735e+00 +1.4563e-01
567 +3.204845364e+05 +3.204845364e+05 +3.205204364e+05 +3.205204364e+05 +4.1001e+00 +3.1024e+00 +3.8766e+00 -1.3254e+00 -2.4347e+00 -4.6945e+00 +3.8647e+00 -1.6543e+00 -1.7265e+00 -3.5322e+00 -4.5804e+00 -5.3736e-01 +4.4072e+00 -2.6738e+00 +2.0320e-01 -4.7925e+00 -2.5408e+00 +2.9117e+00 -6.7790e-01 +7.0993e-01
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.366197841e+05 +7.366197841e+05 +7.366511541e+05 +7.366511541e+05 +3.0504e+00 -3.9096e-01 +3.3617e+00 +2.0021e+00 +6.2069e-01 -2.0237e+00 +7.8802e-01 -4.9478e+00 +3.9714e-01 -3.6402e+00 -3.6307e+00 +3.7093e-01 -3.9605e-01 -1.8674e+00 -3.9286e-01 +4.0583e+00 -2.0973e+00 -3.2626e+00 -4.9791e+00 -3.7013e+00
8 +3.340373400e+05 +3.340373400e+05 +3.340687100e+05 +3.340687100e+05 +4.7522e+00 -1.3021e+00 -4.3298e+00 +4.7915e+00 -1.9275e+00 +1.8033e+00 -4.2706e+00 +3.2977e+00 -4.6254e+00 +8.2958e-01 -5.8611e-01 -1.3588e+00 -7.2942e-01 -3.0869e+00 -1.2180e-01 -1.7776e+00 -3.8592e+00 +4.3672e+00 +2.1284e-01 -2.3169e+00
11 +2.340340799e+05 +2.340340799e+05 +2.340654499e+05 +2.340654499e+05 +2.5759e+00 +7.3444e-01 -4.7475e+00 +3.0629e+00 +2.2622e+00 -1.4404e+00 -3.8141e+00 +3.5304e+00 -3.4030e+00 -2.5277e+00 -2.8912e+00 +1.3816e+00 -6.1852e-01 -1.2658e+00 +2.2026e+00 +5.3724e-02 -5.6463e-01 +4.7318e+00 -3.3216e+00 -2.2308e+00
152 +9.510905290e+04 +9.510905290e+04 +9.514042290e+04 +9.514042290e+04 +4.3714e+00 +3.3299e-01 -3.4061e+00 +3.0738e+00 -4.5185e+00 -3.9059e+00 -1.7458e+00 -3.7422e-01 -3.5634e+00 -2.7808e+00 -2.1495e+00 +1.8479e+00 +4.4877e+00 +7.1318e-01 +6.7328e-01 +4.8982e+00 -1.2260e+00 +3.3043e+00 -1.2207e+00 -3.7834e+00
1178 +6.304611819e+04 +6.304611819e+04 +6.307748819e+04 +6.307748819e+04 +5.0000e+00 -1.0124e-38 -5.0000e+00 +5.0000e+00 -7.3924e-39 -2.0346e+00 -1.8080e+00 +2.8006e+00 -3.0985e+00 -3.9245e+00 +6.9618e-39 -4.8318e+00 +3.8968e+00 -3.5267e+00 +1.8107e+00 -3.1485e+00 -2.0364e-02 -1.2014e-38 -1.4081e+00 +4.6088e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.061804945e+05 +9.061804945e+05 +9.051804945e+05 +9.051804945e+05 -6.4466e-01 -5.3376e-01 +1.9224e+00 +7.4790e-01 +3.5679e+00 -1.3345e+00 +2.7474e+00 -1.2543e+00 +1.6242e+00 +1.1345e+00 -3.2430e+00 -4.6982e+00 -3.3109e+00 -1.6425e+00 +1.8429e+00 -1.4935e-01 +1.8964e+00 +4.7722e+00 +3.2140e+00 -2.1566e-01
2 +5.658905047e+05 +5.658905047e+05 +5.648905047e+05 +5.648905047e+05 -3.3397e+00 -4.2842e+00 +3.8509e-01 +2.5531e+00 -3.1806e-01 -2.5938e+00 -8.5856e-01 +3.2794e+00 +2.5690e+00 -9.7623e-01 -2.6562e+00 +4.1150e+00 -3.5624e-01 +1.4663e+00 -3.5741e+00 -3.5185e+00 +3.2978e+00 +6.8075e-01 -4.0635e+00 +1.5381e-03
4 +1.967539411e+05 +1.967539411e+05 +1.957539411e+05 +1.957539411e+05 +3.3540e+00 +3.3925e+00 -1.7531e+00 +2.2062e+00 -4.1244e+00 +8.1485e-01 +1.3586e+00 +2.6555e+00 -1.6911e+00 +4.3631e+00 +8.2601e-02 -2.7657e+00 -2.6341e-01 +7.8698e-01 +2.6724e+00 +7.5753e-01 +1.3810e-01 +1.8111e-02 -1.8561e+00 +4.0215e+00
25 +1.087493490e+05 +1.087493490e+05 +1.077493490e+05 +1.077493490e+05 -1.3907e+00 +2.6092e+00 -4.2742e+00 +1.0583e+00 +1.1153e-01 -2.2779e+00 +3.5890e+00 +2.7378e+00 -6.4695e-01 -1.8439e+00 -3.0119e+00 -2.3899e+00 -3.7755e+00 +3.0078e-01 +1.9937e-01 -2.3826e+00 -3.0186e-01 +3.1807e+00 -3.0449e+00 +3.1399e+00
663 +8.591668541e+04 +8.591668541e+04 +8.491668541e+04 +8.491668541e+04 -1.3853e+00 +2.8958e+00 -4.5551e+00 +1.1248e+00 +1.1840e-01 -2.0228e+00 +3.6308e+00 +2.9749e+00 -7.2615e-01 -1.7626e+00 -3.3292e+00 -2.1624e+00 -3.9109e+00 +2.9167e-01 +2.0052e-01 -2.2326e+00 -2.5690e-01 +3.2843e+00 -3.3572e+00 +3.4460e+00
835 +5.827712957e+04 +5.827712957e+04 +5.727712957e+04 +5.727712957e+04 -4.1027e-05 +2.2608e+00 -5.0000e+00 +7.6294e-05 +5.5322e-01 -2.3087e+00 +5.0000e+00 +5.0000e+00 -6.2994e-05 -7.6294e-05 -5.0000e+00 -4.2290e+00 -5.0000e+00 +6.0678e-05 +6.9104e-05 -4.6713e+00 -1.6980e+00 +5.0000e+00 -2.5372e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.698477694e+06 +1.698477694e+06 +1.698609614e+06 +1.698609614e+06 +2.2328e+00 +2.1300e+00 +2.5579e+00 +4.4681e+00 -2.3841e+00 -3.0472e+00 -2.7099e+00 +1.9606e+00 -4.2357e+00 +4.7111e+00 -4.6485e+00 -4.1455e+00 +2.1747e+00 -1.7322e+00 -2.0726e+00 +1.9417e-01 -2.6058e+00 +1.6239e+00 +3.6088e+00 +3.8514e+00
8 +1.390839104e+06 +1.390839104e+06 +1.390971024e+06 +1.390971024e+06 +2.4887e+00 -4.5878e-01 -3.9354e+00 +3.9476e+00 +4.9984e-01 +3.9733e+00 +5.7190e-01 +8.3842e-01 -2.9689e+00 -4.8376e-01 -1.6725e+00 -3.0275e+00 -3.8674e+00 +2.9317e+00 +1.4843e+00 +9.8842e-01 +3.7959e-01 -3.6982e+00 -2.1060e+00 -1.0120e+00
11 +3.476057829e+05 +3.476057829e+05 +3.477377029e+05 +3.477377029e+05 +3.4764e+00 +3.7125e+00 -2.3442e+00 -1.1005e+00 -2.1263e+00 -3.3212e+00 -4.1895e+00 +1.0148e-01 -3.5174e+00 +9.9168e-02 -2.9579e+00 -2.3897e+00 -3.3032e+00 +4.7653e+00 -5.2423e-01 -4.7049e+00 +2.5939e+00 -8.2282e-01 -1.2973e+00 +2.5144e+00
1042 +2.501578371e+05 +2.501578371e+05 +2.502897571e+05 +2.502897571e+05 -2.4709e+00 +2.9535e+00 -3.5802e+00 -5.0000e+00 -4.1417e+00 -1.6177e-01 -4.9685e+00 +4.9086e+00 +2.5908e+00 +3.1574e+00 -5.0000e+00 +1.6135e+00 -5.0000e+00 +5.0000e+00 -2.7236e+00 -5.0000e+00 -8.0899e-01 -1.6200e+00 -1.6029e-01 +1.1150e+00
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.838363570e+05 +5.838363570e+05 +5.844271970e+05 +5.844271970e+05 -4.1120e+00 -3.4559e+00 +3.7667e+00 +4.3191e+00 -3.8733e+00 -1.1090e-01 +3.4015e+00 +8.6708e-01 +3.6522e+00 -1.0315e+00 +2.9369e+00 -4.7447e+00 -7.0546e-01 -4.5128e+00 -4.3262e+00 +2.1793e+00 +2.4528e+00 +2.7284e+00 +5.8177e-01 -3.5109e+00
4 +3.974810179e+05 +3.974810179e+05 +3.980718579e+05 +3.980718579e+05 +4.5893e+00 -7.4663e-01 +3.9473e+00 -8.7928e-01 +1.8887e+00 -5.6888e-01 +2.7120e+00 +1.5079e+00 +4.2046e+00 -4.5368e+00 +1.5985e+00 -4.5769e+00 -3.2193e+00 +4.8067e+00 +1.8959e-01 -5.0773e-01 -1.9872e+00 -4.2563e+00 -4.9612e+00 +2.1437e+00
8 +2.181314144e+05 +2.181314144e+05 +2.187222544e+05 +2.187222544e+05 -4.2710e+00 -7.5872e-01 +3.3650e+00 +3.0730e+00 -3.2357e+00 +2.6902e+00 +2.2299e+00 +1.8550e+00 +3.2318e-01 +2.1402e+00 -2.1168e+00 -1.9770e+00 +4.7312e+00 +5.5485e-01 -7.5496e-01 +1.8020e+00 -2.8085e+00 +6.2349e-01 +1.5013e+00 +4.5488e+00
72 +1.132563483e+05 +1.132563483e+05 +1.138471883e+05 +1.138471883e+05 -3.9607e+00 -4.8517e+00 +2.6345e+00 -4.4235e+00 +2.0241e+00 +2.4834e+00 -1.5523e+00 +8.4277e-01 +2.8468e+00 +3.0370e+00 +3.2638e+00 -4.3096e+00 -2.3441e+00 +3.0433e+00 +4.7894e+00 +3.5152e+00 -3.4646e+00 -1.5475e+00 +9.3355e-01 +1.8140e+00
190 +2.515501501e+04 +2.515501501e+04 +2.574585501e+04 +2.574585501e+04 -4.1392e+00 -1.2391e+00 +4.7120e+00 +2.4414e+00 +4.8323e+00 +1.1527e+00 +9.3260e-01 +4.9513e+00 +1.5632e+00 -1.9957e-01 -1.6445e+00 +4.4617e+00 -1.0259e+00 +1.0424e+00 +2.1363e+00 +5.4593e-01 -2.6409e+00 -2.9408e-01 +4.6372e+00 +1.7113e+00
322 +2.501682777e+04 +2.501682777e+04 +2.560766777e+04 +2.560766777e+04 -4.1394e+00 -1.2392e+00 +4.7119e+00 +2.4571e+00 +4.8324e+00 +1.1528e+00 +9.3259e-01 +4.9513e+00 +1.5632e+00 -1.9957e-01 -1.6445e+00 +4.4617e+00 -1.0259e+00 +1.0424e+00 +2.1519e+00 +5.4595e-01 -2.6410e+00 -2.9408e-01 +4.6373e+00 +1.7113e+00
926 +1.328351058e+04 +1.328351058e+04 +1.387435058e+04 +1.387435058e+04 -3.0697e+00 -8.6958e-01 +4.7119e+00 +4.9141e+00 +4.8324e+00 +1.2912e-02 +1.4572e-02 +2.4757e+00 +3.9081e-01 -1.7133e-02 -1.7884e-02 +4.4617e+00 -8.0148e-03 +8.1436e-03 +4.3039e+00 +1.5919e+00 -3.6410e+00 -1.8380e-02 +2.3187e+00 +1.3369e-02
